timestamp_day,cycle_id,step_in_cycle,RUL_hr,vibration_rms_mm_s,temperature_c,pressure_bar,failure_mode,failure,operating_state,active_failure_mode,ambient_temperature_c,humidity_percent,wind_speed_m_s,rain_intensity_mm_h,ambient_pressure_bar
671,48,35,77.5,1.874800111,62.36537498,10.30200236,,0,healthy,,30.99667843,74.35321133,4.35945723,0,1.01591553
672,48,82,53.5,1.752031272,55.08678067,8.12494533,,0,healthy,,30.25941177,74.92472215,4.115050494,0,1.006294571
673,48,130,29.5,2.683656612,65.85984878,10.0241901,,0,healthy,,29.70398458,74.86322887,3.17886583,0,0.993762626
674,48,179,5.5,3.282330949,65.59468686,10.06233066,,0,healthy,,28.96679622,74.80249323,1.640192958,0,0.984320343
675,49,24,0.5,2.550428795,63.4406277,10.0397133,,0,healthy,,28.56848064,74.90854867,1.676760085,0,0.980723839
676,49,72,101,2.186930633,67.29555472,9.438830767,,0,healthy,,28.05259606,77.0270533,2.519258826,0,0.98368244
677,49,119,77,2.56026258,66.28529044,8.303544756,,0,healthy,,27.55657045,77.87013995,3.50641527,0.50469009,0.993884537
678,49,168,53,2.124095771,69.94174872,8.575471479,,0,healthy,,27.21699141,76.49765178,4.43140798,0.069672467,1.005676849
679,49,216,29,2.134294989,65.05598605,8.001495144,,0,healthy,,27.20187555,75.21890308,4.158335831,0,1.015884394
680,49,265,5,2.761980908,69.32598248,8.867838065,,0,healthy,,26.95182861,77.08210962,3.07247415,0,1.019579108
681,50,25,0.5,2.389964631,62.68294074,10.1042534,,0,healthy,,27.21199617,76.4568078,1.992928927,0,1.015890927
682,50,72,43,3.153611805,64.31037586,10.36674942,,0,healthy,,27.26668655,76.84140319,1.889954371,0,1.005973173
683,50,120,19,3.650236746,69.26111883,9.856297132,,0,healthy,,27.55031919,75.66509347,2.268161601,0,0.993791613
684,50,169,0.5,4.881267131,65.66042442,10.46336753,,0,healthy,,27.93711783,76.67387395,3.563627799,2.286404895,0.983765123
685,51,44,63.5,2.891503942,69.30225481,9.673194768,,0,healthy,,28.49365827,76.2133694,4.506183345,0,0.980156948
686,51,92,39.5,3.069601354,69.35059495,9.734023231,,0,healthy,,29.06778144,74.07727292,4.121430568,0,0.983883727
687,51,141,15.5,3.152844801,65.9670278,9.32386973,,0,healthy,,29.72933657,75.55682849,3.008851131,0,0.993743908
688,52,4,0.5,4.608595858,67.71318556,9.96969138,,0,healthy,,30.50899797,74.39448752,1.746694544,0,1.005809169
689,52,51,39.5,2.525040902,68.23250014,9.721511496,,0,healthy,,31.05305533,74.44706316,1.522650924,0,1.015614008
690,52,99,15.5,2.271168078,68.46235003,8.502156814,,0,healthy,,31.31041229,73.89483897,2.463017892,0,1.019308155
691,53,5,0.5,1.935256588,57.0704184,8.402378519,,0,healthy,,32.06392291,74.28160631,3.592213305,0,1.016302968
692,53,51,122.5,1.546561878,62.916056,10.08625673,,0,healthy,,32.30686419,73.49173542,4.502370443,0,1.006125241
693,53,99,98.5,2.155317066,64.51201175,10.48842743,,0,healthy,,32.72158963,73.36024474,4.115457562,0,0.99423466
694,53,149,74.5,2.29173432,66.50280916,10.10553327,,0,healthy,,33.03170503,72.84333436,3.160169496,0,0.983964313
695,53,195,50.5,2.292638858,66.97303021,9.34046538,,0,healthy,,32.97183053,73.67553188,1.872069217,0,0.980349616
696,53,243,26.5,2.456957076,65.98547049,8.936474791,,0,healthy,,33.01934105,74.25584747,1.673990454,0,0.983795711
697,53,289,2.5,2.191148012,67.02555786,8.30931336,,0,healthy,,32.6314502,73.78287118,2.483813456,0,0.994193281
698,54,29,0.5,1.859164778,57.76851471,9.819028833,,0,healthy,,32.51207696,74.38815166,3.667780538,0,1.005990094
699,54,77,96.5,2.750000801,61.32992893,10.34877737,,0,healthy,,32.03866159,74.49886048,4.427552323,0,1.015998391
700,54,126,72.5,3.387753724,63.9146443,10.19099714,,0,healthy,,31.66213979,73.6206421,4.175720177,0,1.019926776
701,54,174,48.5,3.665194721,63.48637445,10.21765955,,0,healthy,,31.05073375,74.75411464,3.11049816,0,1.015803358
702,54,222,24.5,3.309312702,60.1564947,9.760814101,,0,healthy,,30.47106821,74.27723108,2.004443661,0,1.005731948
703,54,269,0.5,3.158667205,64.90473142,9.789282184,,0,healthy,,29.60448913,75.18378194,1.573629116,0,0.994007849
704,55,34,122.5,1.653944114,57.50043906,8.34237584,,0,healthy,,29.05803076,74.74764784,2.340306519,0.264983302,0.983971968
705,55,83,98.5,1.953466347,58.34380949,8.341690112,,0,healthy,,28.72970185,75.61177663,3.731096329,0,0.980170577
706,55,130,74.5,3.485222896,73.14624756,10.22010751,,0,healthy,,27.87606012,76.20159001,4.60124867,0,0.984378865
707,55,178,50.5,3.817278503,72.52217979,10.42021967,,0,healthy,,27.55652507,75.9671177,4.20614128,0,0.994010497
708,55,226,26.5,3.862881846,74.31506981,9.901132145,,0,healthy,,27.47261726,77.16022919,2.999012133,0,1.006504099
709,55,274,2.5,5.074877228,67.06772219,10.36917877,,0,healthy,,27.06462084,76.73534497,1.817703648,0,1.015394878
710,56,31,0.5,3.361243201,65.90215149,9.817522415,,0,healthy,,26.99336225,76.37964665,1.493480532,0.655270326,1.019666107
711,56,78,108.5,3.128671106,65.34378662,10.28169744,,0,healthy,,26.81695105,76.00869699,2.593283882,0,1.016034045
712,56,126,84.5,3.010375669,67.79815472,9.914021328,,0,healthy,,27.37998618,75.48815715,3.532612557,0,1.006635207
713,56,173,60.5,4.070597236,67.87979531,10.03733458,,0,healthy,,27.52104724,76.0622401,4.233608306,0,0.994009749
714,56,214,36.5,3.373478878,68.7031625,8.805545008,,0,healthy,,27.94283113,75.27143849,4.172230315,0.815147175,0.984065912
715,56,269,12.5,4.670438744,66.58883774,9.540360338,,0,healthy,,28.62094116,75.20793895,3.000974492,2.14536082,0.980608986
716,57,9,0.5,5.874542747,69.75422446,9.753099928,,0,healthy,,29.22418325,75.89368575,2.054965199,0.731669702,0.983827953
717,57,58,84.5,2.768185302,65.11767088,10.38470601,,0,healthy,,29.59404464,75.51158826,1.552611168,2.347905162,0.994140604
718,57,106,60.5,2.974469293,61.23019921,9.651142202,,0,healthy,,30.24588923,75.0055687,2.352797712,0,1.005927686
719,57,155,36.5,3.196757082,65.99225862,10.38422168,,0,healthy,,30.80916078,75.01985667,3.499892078,0,1.015969288
720,57,202,12.5,3.639175561,69.21558275,9.139719743,,0,healthy,,31.48108348,74.39869789,4.40639652,0,1.019577829
721,58,9,0.5,3.919179235,72.86820378,9.772281895,,0,healthy,,32.06901004,73.79270229,4.014047266,0,1.016477037
722,58,57,96,2.454644019,74.31082496,9.682128389,,0,healthy,,32.40032736,73.76798603,3.005244582,0,1.006197554
723,58,106,72,2.762947578,73.88635902,10.22518307,,0,healthy,,32.78828668,72.862311,2.085526672,0,0.993872113
724,58,153,48,3.677142573,74.07316919,10.48150459,,0,healthy,,33.08241868,72.65786933,1.590046922,0,0.983909987
725,58,201,24,2.681773707,63.8731792,8.278055118,,0,healthy,,33.07963205,74.31024988,2.083631774,0,0.980324797
726,58,250,0.5,4.93537898,78.30766559,9.920537458,,0,healthy,,33.06597767,74.67472336,3.442811824,0,0.983989303
727,59,35,62,2.292123741,64.8934072,9.316191234,,0,healthy,,32.75186755,73.96030158,4.554213317,0,0.993916499
728,59,82,38,2.634797702,69.68195654,9.21487049,,0,healthy,,32.62559829,73.01258545,4.11386361,0,1.005769908
729,59,130,14,1.941029606,67.81729607,8.278994693,,0,healthy,,32.11831986,72.62389088,3.120583528,0,1.01642876
730,60,7,0.5,3.043756375,65.44299813,8.499094525,,0,healthy,,31.62380017,73.53870964,1.94487443,0,1.020044061
731,60,54,49,3.484458621,68.3174884,9.743132304,,0,healthy,,31.02902655,74.2912318,1.608660308,0,1.015426424
732,60,102,25,4.115963833,74.835315,10.75461678,,0,healthy,,30.28424264,74.87601234,2.263226944,0,1.006306838
733,60,151,1,5.486729517,71.31251793,9.376400349,,0,healthy,,29.64415451,75.84429228,3.536520809,0,0.993900557
734,61,32,0.5,3.447243004,62.26380189,10.2592375,,0,healthy,,29.18542074,75.84391223,4.292937801,0.853898172,0.983874042
735,61,80,95,2.567189057,69.73051773,9.075656627,,0,healthy,,28.58074443,75.52994729,4.291749704,0,0.980394156
736,61,129,71,2.817591275,62.90216219,8.95447968,,0,healthy,,27.99329729,75.30005749,3.230788332,0,0.984439412
737,61,176,47,3.162665927,69.25432935,9.759904967,,0,healthy,,27.58034138,76.19794402,1.850164654,0,0.993838586
738,61,224,23,3.541546378,71.47968173,10.241607,,0,healthy,,27.435158,76.32019795,1.821785523,0,1.005688176
739,61,273,0.5,3.674567616,69.851234,10.00170501,,0,healthy,,26.95352546,77.47688219,2.3419021,0,1.01637665
740,62,37,96,1.589946229,63.66855262,10.36267941,,0,healthy,,27.25159672,76.31515176,3.474582194,0,1.019426507
741,62,84,72,1.834805023,61.78902284,9.158723995,,0,healthy,,27.19254505,75.79466512,4.337709465,0,1.015677309
742,62,132,48,2.374084873,67.81251614,9.925362455,,0,healthy,,27.05930851,75.76458542,4.081109887,0,1.006262134
743,62,182,24,2.357503376,68.87956488,9.75635116,,0,healthy,,27.58787475,75.56072081,3.048877986,0,0.994036982
744,62,230,0.5,3.14951324,69.1530509,9.034097227,,0,healthy,,27.94346745,76.49931301,1.768572415,0,0.983870605
745,63,35,107.5,1.585285295,61.86399651,9.834113563,,0,healthy,,28.50963451,76.88139256,1.627390577,0,0.980184147
746,63,83,83.5,3.028938516,69.53401075,9.498865555,,0,healthy,,29.07145059,75.92446087,2.232556095,0,0.983953844
747,63,131,59.5,2.969103289,72.30168214,9.31370461,,0,healthy,,29.63088496,75.83935703,3.562393704,0,0.993580027
748,63,179,35.5,2.84799126,69.52401788,8.928896182,,0,healthy,,30.23152608,74.26983981,4.25843578,0,1.006204121
749,63,228,11.5,2.369635527,61.10781609,8.134212275,,0,healthy,,30.88889946,73.86143163,4.030214384,0,1.016349366
750,64,12,0.5,4.577015638,72.61268543,10.05338741,,0,healthy,,31.51395139,73.31526197,2.864947681,0,1.019358112
751,64,60,116,1.862353454,67.34182441,9.757265969,,0,healthy,,32.09294078,72.85936779,1.768421454,1.489997305,1.015972405
752,64,107,92,2.316067511,64.23562907,9.481727737,,0,healthy,,32.55640094,73.83903038,1.522189179,0,1.006604761
753,64,148,68,1.506821825,56.56165187,7.52960825,,0,healthy,,32.82490721,72.3233052,2.514687144,0,0.993985442
754,64,203,44,1.842110228,63.30784187,9.278591856,,0,healthy,,32.91779639,74.26168146,3.73911292,0,0.984260095
755,64,251,20,2.387251762,68.97710574,9.125045495,,0,healthy,,32.95776553,73.04190161,4.319243967,0,0.980500673
756,64,300,0.5,2.934946217,68.87647865,8.44708531,,0,healthy,,32.90605536,72.97963722,3.949070785,0,0.983878458
757,65,44,110.5,1.7090248,70.8070749,9.07395146,,0,healthy,,32.67185712,73.39988641,3.073110156,0.251060886,0.993969378
758,65,91,86.5,3.408488035,69.8631089,10.29433681,,0,healthy,,32.41928594,73.6625482,1.897484228,0,1.00618892
759,65,139,62.5,3.855652366,71.47358401,10.42785017,,0,healthy,,32.0593586,74.92607787,1.610122325,0,1.016095218
760,65,187,38.5,3.910452166,75.36680598,10.47678759,,0,healthy,,31.64064942,73.0124815,2.163188958,0,1.019687067
761,65,235,14.5,3.650558196,70.48410027,10.07816654,,0,healthy,,31.07266441,74.68082466,3.459180048,0,1.016328027
762,66,7,0.5,4.750868709,77.04657502,9.961880292,,0,healthy,,30.41210335,73.98037512,4.43966785,0,1.006315817
763,66,54,96.5,2.431044401,59.56994473,9.842329056,,0,healthy,,29.69478356,75.67723354,4.220423032,0,0.993655327
764,66,102,72.5,2.133735334,62.16331661,10.01644802,,0,healthy,,29.01978792,75.81709604,3.297421359,0,0.983938933
765,66,149,48.5,2.109251138,64.92109802,9.250497604,,0,healthy,,28.65264104,75.40692051,1.877582234,0,0.980120693
766,66,190,24.5,2.434900209,62.93827838,9.119128287,,0,healthy,,27.87216327,77.72358655,1.395440402,0,0.984176987
767,66,245,0.5,2.534783446,66.76013038,9.093904257,,0,healthy,,27.66062517,76.50354303,2.376369146,0,0.994009241
768,67,33,107,2.240692151,63.74387346,9.694378612,,0,healthy,,27.34307916,76.97304331,3.647843157,0,1.005884532
769,67,82,83,2.229324066,65.10142144,10.16734153,,0,healthy,,26.9784728,76.32707478,4.367351152,0,1.016526861
770,67,130,59,2.861985011,68.82843702,8.838721852,,0,healthy,,26.97369097,78.50395012,4.103153897,0,1.019460616
771,67,179,35,3.569203561,69.73304383,9.967494907,,0,healthy,,27.158459,77.19249342,3.119854012,0,1.016577425
772,67,226,11,2.57606704,57.68231864,7.989052042,,0,healthy,,27.0547991,76.03914598,1.820115042,0,1.006291179
773,68,12,0.5,4.554069029,72.38850003,9.965459888,,0,healthy,,27.60115019,77.13227232,1.656054928,0,0.994781334
774,68,60,66.5,2.898983315,68.38829756,10.11946063,,0,healthy,,28.0583024,75.05445146,2.215163658,0,0.984124027
775,68,109,42.5,2.78715998,70.85015397,9.833126424,,0,healthy,,28.43815808,75.87099329,3.664127722,0,0.980434132
776,68,156,18.5,3.006444281,76.03743857,9.867632845,,0,healthy,,28.86963941,77.09630001,4.508349127,0,0.984155184
777,68,204,0.5,3.582950803,71.27319462,9.546581401,,0,healthy,,29.48682258,75.49727463,3.926422136,0,0.99391939
778,69,46,45,2.466334979,68.66836413,10.80704297,,0,healthy,,30.49028636,73.50940284,2.88490435,0,1.005776702
779,69,94,21,4.630471164,73.60595327,11.6766849,bearing_fault,0,pre-failure,,31.04170083,74.01186427,1.973892249,0,1.015752435
780,69,141,0.5,7.70302943,91.76409585,13.39671501,bearing_fault,1,failed,bearing_fault,31.37794417,75.03477228,1.802292252,0.767928802,1.019388735
781,70,40,90.5,2.307391943,65.99348416,10.28256598,,0,healthy,,32.11727806,74.02293571,2.356876791,0,1.015788486
782,70,89,66.5,2.842481055,68.31681491,10.15915674,,0,healthy,,32.38800931,72.43195577,3.55560562,0,1.00601519
783,70,136,42.5,3.789506081,65.07904276,9.219335216,,0,healthy,,32.72832767,72.95041061,4.661197652,0,0.993791043
784,70,184,18.5,3.903297889,67.8913177,9.68092284,,0,healthy,,32.81530421,73.75089566,4.049521486,0,0.98428434
785,70,233,0.5,5.14225391,71.08354766,10.19358743,,0,healthy,,33.09865265,73.38841857,2.854952155,0,0.980384625
786,71,45,64.5,2.502233379,68.35280281,9.351280947,,0,healthy,,32.97948225,71.23262111,1.814226556,0,0.984024899
787,71,93,40.5,2.326424572,58.14638277,8.07558207,,0,healthy,,32.49502112,72.13990067,1.644445621,0,0.994331405
788,71,142,16.5,3.375059809,67.45574338,9.753694274,,0,healthy,,32.29923256,73.0937796,2.539663402,0,1.007086063
789,72,1,0.5,5.614721889,73.20344406,10.44297988,,0,healthy,,32.07081275,74.02199108,3.556140418,0,1.015875679
790,72,49,83,2.844950801,65.69180715,10.46252295,,0,healthy,,31.6614753,73.84632967,4.329808746,0,1.019936912
791,72,98,59,3.814767664,69.24452851,9.877767009,,0,healthy,,30.80263534,74.95156375,4.169611493,0,1.016277777
792,72,146,35,3.3112701,68.45272944,10.66764838,,0,healthy,,30.6068748,76.50047558,2.961822111,0,1.005487414
793,72,193,11,4.687403951,69.01546436,10.14430909,,0,healthy,,29.63389654,75.98108254,1.860315837,0,0.994266354
794,73,12,0.5,5.637602436,73.04486259,9.517662855,,0,healthy,,29.14573203,76.13766783,1.940797834,0,0.984016606
795,73,62,125,2.455941942,64.9456218,9.992286327,,0,healthy,,28.46007814,75.10968176,2.418270768,0.32945084,0.980388223
796,73,109,101,2.760431018,72.89227242,9.963091426,,0,healthy,,27.85258933,75.15540811,3.551116224,0.403771275,0.983600455
797,73,158,77,3.052443197,70.01809838,10.11121667,,0,healthy,,27.53999876,76.77495579,4.437083073,0,0.993683774
798,73,205,53,2.755051033,67.01389414,10.1073414,,0,healthy,,27.49391176,76.20345554,4.165238669,0,1.005845646
799,73,252,29,4.62626568,75.87036937,9.93268447,,0,healthy,,27.17235727,78.36265419,2.98346921,0,1.015596893
800,73,300,5,4.171088117,73.06017212,9.661662873,,0,healthy,,26.9674844,76.42380169,1.967232248,0,1.019661573
801,74,25,0.5,3.242789627,67.09988955,9.474420759,,0,healthy,,27.10603519,76.56613972,1.625552933,0,1.015833855
802,74,72,53,2.702007057,69.61236067,9.802128853,,0,healthy,,27.35206618,76.98485525,2.398009106,0,1.005714837
803,74,120,29,2.490547199,70.98254463,9.467407468,,0,healthy,,27.46614659,76.50221513,3.481382291,0,0.993652236
804,74,169,5,1.960243836,59.69993238,7.366332481,,0,healthy,,27.94855797,75.5789514,4.385264038,0,0.984453369
805,75,25,0.5,3.160980663,71.3283233,9.217596158,,0,healthy,,28.36530498,76.95240419,4.183368419,0,0.980435771
806,75,72,34,3.134375751,68.5308779,10.59784799,,0,healthy,,28.74317199,74.68233244,2.993756024,0,0.984201601
807,75,120,10,2.923377922,61.54769226,8.205971592,,0,healthy,,29.69056278,75.1188235,1.674281658,0,0.994347681
808,76,15,0.5,3.22844974,62.10874646,8.686043657,,0,healthy,,30.21999996,75.015658,1.464590279,0,1.005604164
809,76,62,63,3.450445415,70.31988871,9.873502954,,0,healthy,,30.86446545,74.03685118,2.201649999,0,1.016188767
810,76,110,39,3.784099846,74.02319279,10.90054114,,0,healthy,,31.40811751,73.54597591,3.490045106,0,1.019904526
811,76,159,15,4.601128488,80.97698209,10.83014666,,0,healthy,,31.94489993,74.25296746,4.404662968,0,1.01630516
812,77,4,0.5,5.681804754,73.39921022,9.837733155,,0,healthy,,32.36494858,73.68885479,4.114113363,0,1.006035384
813,77,52,69.5,3.439980128,77.40970341,10.81537346,rotor_imbalance,0,pre-failure,,32.75848831,73.37767591,2.898614063,0,0.994392177
814,77,101,45.5,4.877779173,88.82704341,13.01968549,rotor_imbalance,1,failed,rotor_imbalance,32.960697,73.7310025,1.897074104,0,0.984106344
815,77,148,21.5,3.411392658,72.96292102,9.315086765,,0,healthy,,32.98940644,73.3498015,1.541865976,0,0.979793885
816,77,196,0.5,5.106308169,71.84887482,9.505631935,,0,healthy,,33.07613779,74.05561375,2.299023773,0,0.983606912
817,78,40,115,2.525438199,72.39817143,10.3408301,,0,healthy,,32.58143707,73.60699113,3.446669041,0,0.994143511
818,78,88,91,2.56355784,74.3733448,10.2934357,,0,healthy,,32.4703115,72.84774801,4.296900508,0,1.005682401
819,78,135,67,2.114275688,62.35367791,8.123078109,,0,healthy,,31.81260485,74.04494426,4.183683737,0,1.016301541
820,78,183,43,3.060939081,72.91320947,9.630246695,,0,healthy,,31.65177284,73.98765506,3.311451442,0,1.02008272
821,78,232,19,4.12059652,77.04267111,10.32416447,,0,healthy,,30.90793901,75.31369439,1.792957293,0,1.01599035
822,78,279,0.5,4.039133529,71.85944765,9.344298701,,0,healthy,,30.47011003,75.37097508,1.582625267,0,1.006022437
823,79,44,101.5,1.496599893,58.50362799,7.844228793,,0,healthy,,29.80122544,75.36804446,2.139319362,0,0.994310026
824,79,93,77.5,2.651113844,72.19279027,9.337790608,,0,healthy,,29.21518508,74.91045467,3.438703111,0,0.984447874
825,79,141,53.5,2.386688703,70.57554971,9.582936385,,0,healthy,,28.42617855,74.99327976,4.388410245,0,0.980173511
826,79,188,29.5,2.100795284,73.16143564,9.105308712,,0,healthy,,27.88439164,75.97617774,4.024611809,0,0.984135659
827,79,236,5.5,2.071657648,66.87174509,8.378129056,,0,healthy,,27.54530219,78.04295693,2.95952332,0,0.993680362
828,80,25,0.5,2.063894599,62.37876865,9.645210679,,0,healthy,,27.18045648,77.70917764,1.795820027,0,1.005575071
829,80,71,112.5,2.780313086,60.80411065,10.51123501,,0,healthy,,27.29577007,76.58297626,1.730141136,0,1.015598545
830,80,119,88.5,2.70844264,60.02033287,10.62723168,,0,healthy,,27.03226654,77.18795376,2.40536098,0,1.019990525
831,80,168,64.5,3.27025862,62.74431595,10.11562446,,0,healthy,,26.69850376,77.22823866,3.641805583,0,1.016410925
832,80,216,40.5,2.501877466,60.29566719,8.919975176,,0,healthy,,27.02807541,77.242664,4.376379889,0,1.005855669
833,80,265,16.5,3.66899339,65.07070007,10.65227411,,0,healthy,,27.57656268,74.99790887,4.24266646,0,0.9935846
834,80,295,0.5,3.531489212,63.66296548,9.587854208,,0,healthy,,29.21052341,75.01803978,3.623948145,0,0.985073491
835,1,0,130,1.818683663,65.24051155,9.863411188,,0,healthy,,30.41017996,74.71684425,3.653504411,0,1.005904466
836,1,73,106,1.547976994,58.04386402,7.878110199,,0,healthy,,30.94868049,73.80370427,4.326649903,0,1.01576071
837,1,121,82,2.438356204,63.9566253,9.5218415,,0,healthy,,31.61729891,74.23004632,4.114510621,2.612560177,1.020321603
838,1,178,58,2.204827617,71.17855098,9.553250766,,0,healthy,,32.0768135,74.12821124,3.063823909,0,1.016031903
839,1,225,34,1.901336058,65.90619871,9.047415294,,0,healthy,,32.38178036,72.79531086,1.99631896,0,1.00650184
840,1,273,10,2.561800849,69.73807636,8.476887223,,0,healthy,,32.62932397,74.21102476,1.510186965,0,0.994503325
841,2,15,0.5,2.213428543,70.4013104,10.55075092,,0,healthy,,32.91356959,73.30619236,2.541280421,0,0.984462716
842,2,62,80,2.373294087,70.40104001,10.45911888,,0,healthy,,32.98786173,73.60867091,3.428027676,0,0.980476284
843,2,110,56,2.948637402,71.69774922,9.923896241,,0,healthy,,32.9013301,73.83224636,4.36607641,0,0.983875321
844,2,159,32,3.05946222,64.90745465,10.36467517,,0,healthy,,32.72662648,72.91148515,4.182385104,0,0.993944673
845,2,207,8,2.653070838,60.40025888,8.31916982,,0,healthy,,32.28821337,73.06847008,2.861054719,0,1.006124672
846,3,18,0.5,2.934986226,66.48682882,10.1551972,,0,healthy,,31.99225043,74.1469066,2.059541363,0,1.016103566
847,3,66,122.5,2.362691153,68.39946321,10.58729923,,0,healthy,,31.72446349,72.95723795,1.588185362,0,1.019478975
848,3,116,98.5,2.440140537,68.65233507,9.703327652,,0,healthy,,30.71612965,74.80016919,2.341720256,0,1.015989493
849,3,164,74.5,1.882090525,57.42679975,8.251202185,,0,healthy,,30.37492158,75.47274579,3.561983929,0,1.006001257
850,3,211,50.5,2.685552706,68.18535212,10.15684089,,0,healthy,,29.77342676,74.39977152,4.426409255,0,0.994158312
851,3,259,26.5,3.00254846,70.17577997,10.45060649,,0,healthy,,29.06061459,75.03777542,4.060601318,0,0.984118037
852,3,307,2.5,3.337368519,69.35341199,9.515010171,,0,healthy,,28.6110909,76.17788813,3.0052014,0,0.980319813
853,4,30,0.5,2.686131016,69.93003675,9.658941358,,0,healthy,,28.24865429,76.35833438,1.887476053,0,0.984518361
854,4,79,100,3.133804807,68.64793185,9.151220642,,0,healthy,,27.52888325,76.02151938,1.663555898,0,0.994025964
855,4,126,76,2.981853256,67.49416275,9.786755386,,0,healthy,,27.23438288,76.23217997,2.253014182,0,1.005650177
856,4,174,52,3.15939589,65.6807055,10.00832872,,0,healthy,,27.25485211,76.59593394,3.53345956,0,1.015779894
857,4,221,28,3.631032235,70.72833662,10.12524377,,0,healthy,,27.03902971,76.99907724,4.557439888,0,1.019455155
858,4,262,4,4.055721479,73.75865776,9.472653215,,0,healthy,,27.01769662,76.19910029,3.92999666,0,1.016361169
859,5,26,0.5,2.812465006,67.15893726,9.743400818,,0,healthy,,27.08583164,75.51999385,2.911191206,0,1.006354497
860,5,74,37,3.401839895,67.97231102,9.046696062,,0,healthy,,27.56859758,76.00088051,2.01248365,0,0.993711653
861,5,123,13,3.697712658,66.70043202,9.892412492,,0,healthy,,28.16236865,76.50873855,1.598659832,0,0.983946931
862,6,10,0.5,4.952630945,69.53809939,9.817577755,,0,healthy,,28.28871474,75.89262124,2.335122108,0.712301517,0.980566939
863,6,58,140,2.812307065,68.26245537,10.16039669,,0,healthy,,29.17160533,76.08695239,3.501911766,0,0.984251302
864,6,97,116,2.637574213,66.46336087,9.935401963,,0,healthy,,29.75497589,75.4254607,4.43393505,0,0.99393584
865,6,152,92,2.779642525,67.92066461,9.142022059,,0,healthy,,30.2145486,75.56563956,4.020992308,0,1.005725811
866,6,200,68,2.280054713,58.54971238,8.20467268,,0,healthy,,30.86513586,73.94393584,3.017234308,0,1.016092954
867,6,249,44,4.096522302,70.66435457,10.00266114,,0,healthy,,31.52270346,74.29332201,2.022204028,0,1.01949532
868,6,297,20,3.67924927,69.88391372,10.09373972,,0,healthy,,32.25007634,74.72499342,1.580410478,0,1.015984368
869,6,346,0.5,3.209454436,61.11494666,8.27649313,,0,healthy,,32.54395612,74.29349,2.465419258,0,1.006173895
870,7,42,124,2.62543824,68.66807133,9.589043977,,0,healthy,,32.51168833,73.61478781,3.638582604,0,0.994591593
871,7,91,100,3.121818004,67.14913845,9.635817198,,0,healthy,,32.88107262,72.57155964,4.396524881,0,0.984215997
872,7,138,76,3.387007966,69.34326224,9.419011008,,0,healthy,,32.91296637,73.65898489,4.139754961,0,0.980102362
873,7,187,52,3.515046219,70.71233391,10.14318766,,0,healthy,,32.76700043,72.41002214,2.876855157,0,0.984324279
874,7,234,28,3.860631316,68.93418615,10.02063361,,0,healthy,,32.8676089,72.35630895,1.984581949,0,0.99354568
875,7,282,4,4.469679739,72.80198584,9.9533355,,0,healthy,,32.35777262,73.62235705,1.45265454,0,1.005746683
876,8,26,0.5,2.935594438,68.40191982,9.537371061,,0,healthy,,32.04759361,74.75084947,2.275683064,0,1.016056464
877,8,75,111,3.05472279,68.43321801,9.93792443,,0,healthy,,31.56340014,74.16960401,3.567372509,0,1.019575674
878,8,122,87,3.699129243,68.2541361,9.54469468,,0,healthy,,30.97659804,74.52409773,4.32233257,0,1.015972073
879,8,170,63,2.945585632,67.00339042,9.84038653,,0,healthy,,30.39834749,75.39926106,4.190993327,0,1.006110207
880,8,219,39,3.304793972,71.19607695,9.354161494,,0,healthy,,29.82529792,73.19528734,3.010200169,0,0.994312095
881,8,266,15,3.967512997,72.20339076,10.42644766,,0,healthy,,29.02835208,77.64999178,1.993568298,0,0.984348433
882,9,4,0.5,2.985148816,60.12941196,10.81449221,,0,healthy,,28.51371792,77.50271907,1.490684084,0,0.980771049
883,9,53,51.5,2.74601841,65.9591053,10.66875257,,0,healthy,,27.79968942,75.05007673,2.341604785,0,0.984298811
884,9,101,27.5,2.547488601,60.20957998,10.07701783,,0,healthy,,27.46415147,76.15452975,3.733404019,0,0.994082301
885,9,148,3.5,3.007066995,68.62018387,9.913624033,,0,healthy,,27.19915586,77.04305332,4.505522718,0,1.005428667
886,10,27,0.5,3.307225765,62.81292733,9.644650761,,0,healthy,,26.92644644,77.18436601,4.090375784,0,1.01550267
887,10,77,74.5,2.847572862,63.88704456,10.14041151,,0,healthy,,26.98537008,75.4493921,2.973053782,0,1.019890421
888,10,125,50.5,2.633424593,63.95875882,9.734441212,,0,healthy,,26.94883327,77.45656866,1.835939827,0,1.015860509
889,10,173,26.5,2.731627257,60.31716448,9.289933585,,0,healthy,,27.28639425,78.06373093,1.564625198,0,1.00588094
890,10,233,2.5,3.398962108,65.70154282,9.340428402,,0,healthy,,27.53476522,76.47043452,2.472876865,0,0.993999212
891,11,30,0.5,3.96812224,69.39353463,9.525965627,,0,healthy,,27.97445849,76.73024173,3.622435203,0,0.984429684
892,11,78,65,3.219933529,70.14028874,10.06348081,,0,healthy,,28.20209828,76.5811676,4.278746003,0,0.979962444
893,11,127,41,3.284752494,70.93108234,10.06553725,,0,healthy,,29.06342285,76.81152244,4.149653325,0,0.983950537
894,11,174,17,3.791635166,71.39378598,10.00090479,,0,healthy,,29.96248725,75.8541782,2.95751916,0,0.993909576
895,12,2,0.5,4.397034923,71.50989603,9.800114331,,0,healthy,,30.33046031,73.48085544,1.933410657,0,1.006407374
